         1941071 function calls (1817527 primitive calls) in 143.913 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
 1423/786    0.003    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1226(IsInitialized)
      336    0.003    0.000    0.057    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\encoder.py:351(FieldSize)
       28    0.003    0.000    0.044    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:301(__exit__)
   321/35    0.003    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:174(getwidth)
        1    0.003    0.003    0.210    0.210 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\serialization.py:496(load)
        9    0.003    0.000    2.070    0.230 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\ImageFile.py:140(load)
      310    0.003    0.000    0.007    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\inspect.py:2112(_signature_from_function)
      336    0.003    0.000    0.009    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:3521(_create_op_helper)
     4175    0.003    0.000    0.004    0.000 {method 'sort' of 'list' objects}
      299    0.003    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\tensor.py:567(__len__)
       40    0.003    0.000    0.009    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\scipy\spatial\distance.py:671(correlation)
      824    0.003    0.000    0.013    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\numpy\core\fromnumeric.py:2092(sum)
        9    0.003    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\keras\applications\imagenet_utils.py:169(_preprocess_numpy_input)
      305    0.003    0.000    0.019    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\pathlib.py:1032(__new__)
      336    0.003    0.000    0.030    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1737(_NodeDef)
     6477    0.003    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\ast.py:199(iter_fields)
     1893    0.003    0.000    0.007    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\decoder.py:611(DecodeField)
     1309    0.002    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\dtypes.py:192(__eq__)
3875/2273    0.002    0.000    0.031    0.000 {built-in method builtins.next}
      292    0.002    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\numpy\core\_internal.py:784(_ufunc_doc_signature_formatter)
      408    0.002    0.000    0.002    0.000 {method 'storage' of 'torch._C._TensorBase' objects}
     1200    0.002    0.000    0.002    0.000 {built-in method math.floor}
      102    0.002    0.000    0.002    0.000 {method 'div' of 'torch._C._TensorBase' objects}
      801    0.002    0.000    0.015    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\PngImagePlugin.py:642(load_read)
     2148    0.002    0.000    0.008    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:708(field_setter)
     3636    0.002    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:655(getter)
     1403    0.002    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\inspect.py:2477(__init__)
2065/1351    0.002    0.000    0.010    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\contextlib.py:117(__exit__)
     2840    0.002    0.000    0.007    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\modules\module.py:1166(children)
      192    0.002    0.000    0.002    0.000 {circle}
      668    0.002    0.000    0.013    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\modules\module.py:1055(_named_members)
  943/777    0.002    0.000    0.017    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:402(extend)
     2400    0.002    0.000    0.002    0.000 {built-in method torch._C._get_cudnn_enabled}
      336    0.002    0.000    0.222    0.001 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:528(_create_op_internal)
     1934    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     2445    0.002    0.000    0.005    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1380(_Clear)
        1    0.002    0.002    0.062    0.062 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\inspect_utils.py:116(_fix_linecache_record)
     3371    0.002    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\anno.py:121(hasanno)
       84    0.002    0.000    0.015    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\tensor_util.py:360(make_tensor_proto)
      376    0.002    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\serialization.py:813(restore_location)
   531/34    0.002    0.000    0.006    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\ast_util.py:38(copy)
      379    0.002    0.000    0.023    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:2471(get_attr)
     1639    0.002    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:164(__getitem__)
1097/1089    0.002    0.000    0.024    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     7727    0.002    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:207(__getitem__)
  391/262    0.002    0.000    0.073    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\decoder.py:722(DecodeRepeatedField)
      293    0.002    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\tensor.py:933(grad)
       56    0.002    0.000    0.002    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphGetOpDef}
        1    0.002    0.002    0.002    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\serialization.py:860(_is_torchscript_zip)
     3879    0.002    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1467(_UpdateOneofState)
     1458    0.002    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\yaml\reader.py:99(forward)
       51    0.002    0.000    0.002    0.000 {method 'mul' of 'torch._C._TensorBase' objects}
     2322    0.002    0.000    0.020    0.000 {built-in method _abc._abc_instancecheck}
      441    0.002    0.000    0.034    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\tokenize.py:429(_tokenize)
     2515    0.002    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\decoder.py:568(_ConvertToUnicode)
     6693    0.002    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1416(_SetListener)
  590/560    0.002    0.000    0.142    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:1448(convert_to_tensor)
      422    0.002    0.000    0.006    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:5580(get_controller)
      287    0.002    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\tensor.py:528(__format__)
      819    0.002    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\PngImagePlugin.py:106(read)
 2064/949    0.002    0.000    0.022    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\encoder.py:307(FieldSize)
     5163    0.002    0.000    0.006    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:2376(type)
      140    0.002    0.000    0.017    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\parameter.py:28(__deepcopy__)
      335    0.002    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\c_api_util.py:190(tf_output)
     2652    0.002    0.000    0.002    0.000 {built-in method __new__ of type object at 0x00007FFB3E3A6810}
        7    0.002    0.000    0.046    0.007 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\shutil.py:231(copyfile)
      336    0.002    0.000    0.028    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\auto_control_deps_utils.py:89(get_read_write_resource_inputs)
    12618    0.002    0.000    0.002    0.000 {built-in method _operator.getitem}
      382    0.002    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\inspect.py:2760(__init__)
     1296    0.002    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:1541(Modified)
      558    0.002    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\gast\gast.py:15(create_node)
      905    0.002    0.000    0.006    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:373(add)
      368    0.002    0.000    0.036    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\auto_control_deps.py:519(_get_resource_inputs)
      192    0.002    0.000    0.042    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils_obj\obj_tracker.py:48(process)
       97    0.002    0.000    0.002    0.000 {method 'nonzero' of 'torch._C._TensorBase' objects}
       85    0.002    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\autograph\pyct\static_analysis\activity.py:97(__init__)
      305    0.002    0.000    0.016    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\pathlib.py:671(_from_parts)
        1    0.002    0.002    0.652    0.652 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils\torch_utils.py:195(model_info)
     8265    0.002    0.000    0.002    0.000 {method 'tobytes' of 'memoryview' objects}
     2789    0.002    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\util\compat.py:114(as_str)
     1656    0.002    0.000    0.058    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\PIL\PngImagePlugin.py:92(_crc32)
      589    0.002    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\dtypes.py:172(is_compatible_with)
    696/3    0.002    0.000    0.007    0.002 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\nn\modules\module.py:1260(train)
      824    0.002    0.000    0.016    0.000 <__array_function__ internals>:2(sum)
     1036    0.002    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\sre_parse.py:233(__next)
       39    0.002    0.000    0.002    0.000 {built-in method tensorflow.python._pywrap_tf_session.TF_GraphSetTensorShape_wrapper}
      420    0.002    0.000    0.006    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\copy.py:208(_deepcopy_tuple)
     6594    0.002    0.000    0.002    0.000 {method 'encode' of 'str' objects}
2065/1269    0.002    0.000    0.021    0.000 C:\Users\Giulia Ciaramella\AppData\Local\Programs\Python\Python38\lib\contextlib.py:108(__enter__)
     1450    0.002    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\dtypes.py:71(_is_ref_dtype)
        9    0.002    0.000    0.002    0.000 {method 'close' of '_io.BufferedRandom' objects}
1539/1464    0.002    0.000    0.039    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\message.py:117(CopyFrom)
      302    0.002    0.000    0.002    0.000 {method 'isatty' of '_io.TextIOWrapper' objects}
     1988    0.002    0.000    0.003    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\ops.py:5989(get_default_graph)
       28    0.002    0.000    0.640    0.023 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\tensorflow\python\framework\func_graph.py:801(func_graph_from_py_func)
        1    0.002    0.002    0.002    0.002 {method 'readlines' of '_io._IOBase' objects}
   331/20    0.002    0.000    0.007    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\gast\astn.py:17(generic_visit)
     1573    0.002    0.000    0.002    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\containers.py:355(__init__)
        1    0.002    0.002    0.183    0.183 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\torch\serialization.py:824(_load)
      191    0.002    0.000    0.038    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\yolov5\utils_obj\obj_tracker.py:86(min_dist)
      461    0.002    0.000    0.005    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\decoder.py:594(DecodeRepeatedField)
     1573    0.002    0.000    0.004    0.000 C:\Users\Giulia Ciaramella\PycharmProjects\video_fragmentation\venv\lib\site-packages\google\protobuf\internal\python_message.py:447(MakeRepeatedMessageDefault)
